salesgroth,gics,application,marketcap,cogsgroth,hd,sgagroth,grossincomegroth,finiancial,category,profitability,subcategory,technology,risk,ports,interest,pretax,netincome,EPS,EPSd,EBITDA,frequency
,global,ELI LILLY & CO,90342653952,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,5,"tcp/5222, 166",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.531867644
,global,MYLAN NV,19681247232,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,4,"tcp/5222, 167",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ALLERGAN PLC,79093325824,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,5,"tcp/5222, 168",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,NIELSEN HOLDINGS,13702540288,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5222, 169",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.711747724
,global,IHS MARKIT LTD,19338762240,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,5,"tcp/5222, 170",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ROBERT HALF INTL,6072819712,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,4,"tcp/5222, 171",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.635909394
,global,VERISK ANALYTI,13746363392,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 172",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,EQUIFAX INC,17139798016,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,3,"tcp/5222, 173",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.680213191
,global,CBRE GROUP INC-A,11842502656,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/5222, 174",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,UNION PAC CORP,89932578816,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5222, 175",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.662225183
,global,HUNT (JB) TRANS,9852294144,-56.03,6,28.59,84.98,strength-medium,Low,metric-e,instant-messaging,Medium,4,"tcp/5222, 176",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.63757495
,global,CSX CORP,48659046400,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,3,"tcp/5222, 177",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.584388186
,global,KANSAS CITY SOUT,11014672384,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 178",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.654674661
,global,NORFOLK SOUTHERN,34524704768,-56.03,6,28.59,84.98,strength-high,High,metric-e,instant-messaging,High,5,"tcp/5222, 179",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.566067066
,global,RYDER SYSTEM INC,3596567552,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,5,"tcp/5222, 180",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.616699978
,global,QUALCOMM INC,83947945984,-56.03,6,28.59,84.98,strength-low,High,metric-e,instant-messaging,Low,2,"tcp/5222, 181",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.680324228
,global,TEXAS INSTRUMENT,79407005696,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5222, 182",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.680435265
,global,XILINX INC,16060272640,-56.03,6,28.59,84.98,strength-low,High,metric-e,instant-messaging,Low,1,"tcp/5222, 183",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.622362869
,global,INTEL CORP,1.66E+11,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 184",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.56973129
,global,ANALOG DEVICES,29375596544,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 185",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.594714635
,global,APPLIED MATERIAL,46327373824,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 186",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,SKYWORKS SOLUTIO,18803052544,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,1,"tcp/5222, 187",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,NVIDIA CORP,90213900288,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 188",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.700977126
,global,BROADCOM LTD,96057507840,-56.03,6,28.59,84.98,strength-medium,Low,metric-e,instant-messaging,Medium,4,"tcp/5222, 189",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,1.038751943
,global,KLA-TENCOR CORP,15315707904,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,4,"tcp/5222, 190",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.588385521
,global,LAM RESEARCH,23908034560,-56.03,6,28.59,84.98,strength-medium,Low,metric-e,instant-messaging,Medium,3,"tcp/5222, 191",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,MICRON TECH,33034332160,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/5222, 192",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,QORVO INC,9115412480,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,5,"tcp/5222, 193",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,MICROCHIP TECH,18633990144,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,4,"tcp/5222, 194",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.521319121
,global,ADV MICRO DEVICE,10810985472,-56.03,6,28.59,84.98,strength-high,High,metric-e,instant-messaging,High,5,"tcp/5222, 195",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ORACLE CORP,1.86E+11,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5222, 196",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.600710637
,global,MICROSOFT CORP,5.40E+11,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,3,"tcp/5222, 197",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.655562958
,global,CITRIX SYSTEMS,12079774720,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,1,"tcp/5222, 198",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,INTUIT INC,35739697152,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 199",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.751165889
,global,RED HAT INC,15617696768,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 200",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,SYMANTEC CORP,17304436736,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,5,"tcp/5222, 201",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.286808794
,global,SYNOPSYS INC,11089916928,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 202",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ACTIVISION BLIZZ,44315348992,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,4,"tcp/5222, 203",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,1.005662891
,global,ADOBE SYS INC,68189171712,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 204",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,CA INC,13232151552,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,4,"tcp/5222, 205",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.522429491
,global,AUTODESK INC,23114680320,-56.03,6,28.59,84.98,strength-high,High,metric-e,instant-messaging,High,5,"tcp/5222, 206",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ELECTRONIC ARTS,34212276224,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,4,"tcp/5222, 207",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,SALESFORCE.COM,61249200128,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,5,"tcp/5222, 208",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,BEST BUY CO INC,16971155456,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,3,"tcp/5222, 209",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.891960915
,global,SIGNET JEWELERS,4134928896,-56.03,6,28.59,84.98,strength-low,Low,metric-e,instant-messaging,Low,4,"tcp/5222, 210",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.738396624
,global,LOWE'S COS INC,67369271296,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,3,"tcp/5222, 211",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.789806795
,global,HOME DEPOT INC,1.87E+11,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 212",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.75760604
,global,TRACTOR SUPPLY,7131452928,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,4,"tcp/5222, 213",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.765822785
,global,TJX COS INC,46598934528,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 214",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.753941817
,global,AUTOZONE INC,16644908032,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,1,"tcp/5222, 215",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,FOOT LOCKER INC,6833025536,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 216",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.642571619
,global,BED BATH &BEYOND,5091723264,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,4,"tcp/5222, 217",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,O'REILLY AUTOMOT,21057652736,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 218",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ROSS STORES INC,23382063104,-56.03,6,28.59,84.98,strength-medium,Low,metric-e,instant-messaging,Medium,1,"tcp/5222, 219",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.701643349
,global,L BRANDS INC,14789635072,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 220",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.540972685
,global,GAP INC/THE,9058924544,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,4,"tcp/5222, 221",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.583166778
,global,CARMAX INC,11240376320,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/5222, 222",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,STAPLES INC,5747857408,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,5,"tcp/5222, 223",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ADVANCE AUTO PAR,9611622400,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,5,"tcp/5222, 224",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,TIFFANY & CO,11477678080,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,1,"tcp/5222, 225",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.623695314
,global,ULTA BEAUTY INC,18357899264,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,3,"tcp/5222, 226",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,AUTONATION INC,4081847552,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,5,"tcp/5222, 227",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,NETAPP INC,10290731008,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5222, 228",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.605818343
,global,SEAGATE TECHNOLO,12467251200,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 229",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.690650677
,global,HEWLETT PACKA,27086972928,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,5,"tcp/5222, 230",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,HP INC,29205862400,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,4,"tcp/5222, 231",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.540528537
,global,APPLE INC,7.42E+11,-56.03,6,28.59,84.98,strength-medium,Low,metric-e,instant-messaging,Medium,2,"tcp/5222, 232",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.618698645
,global,XEROX CORP,7243164160,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,5,"tcp/5222, 233",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.602487231
,global,WESTERN DIGITAL,25373036544,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,3,"tcp/5222, 234",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.758938485
,global,NIKE INC -CL B,84354170880,-56.03,6,28.59,84.98,strength-low,Medium,metric-e,instant-messaging,Low,1,"tcp/5222, 235",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.678769709
,global,VF CORP,22557741056,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 236",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.715078836
,global,MICHAEL KORS HOL,5392033792,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,2,"tcp/5222, 237",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,HANESBRANDS INC,8233473536,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 238",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.832778148
,global,PVH CORP,8183948288,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,4,"tcp/5222, 239",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.601043749
,global,RALPH LAUREN COR,5838137856,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,4,"tcp/5222, 240",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.576726627
,global,COACH INC,12996577280,-56.03,6,28.59,84.98,strength-medium,High,metric-e,instant-messaging,Medium,3,"tcp/5222, 241",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.514990007
,global,UNDER ARMOUR-A,8929951744,-56.03,6,28.59,84.98,strength-high,Low,metric-e,instant-messaging,High,5,"tcp/5222, 242",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,UNDER ARMO-C,8929951744,-56.03,6,28.59,84.98,strength-high,Medium,metric-e,instant-messaging,High,5,"tcp/5222, 243",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,ALTRIA GROUP INC,1.49E+11,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,1,"tcp/5222, 244",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.608372196
,global,REYNOLDS AMERICA,94857109504,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 245",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.660004441
,global,PHILIP MORRIS IN,1.89E+11,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/5222, 246",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.560515212
,global,UNITED RENTALS,8890807296,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,1,"tcp/5222, 247",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.515101044
,global,FASTENAL CO,12843318272,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,3,"tcp/5222, 248",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.611592272
,global,WW GRAINGER INC,10531715072,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/5222, 249",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.620142127
,global,AMERICAN WATER W,14723933184,-56.03,6,28.59,84.98,strength-medium,Medium,metric-e,instant-messaging,Medium,5,"tcp/5222, 250",-67.4,-2431.38,-2440.69,99.5,-1788.23,-37.68,0.722962469
,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
